-183.579, 77.683, 1.839,  1.765
-183.573, 77.622, 1.841,  1.798
-183.567, 77.561, 1.843,  1.831
-183.561, 77.500, 1.846,  1.864
-183.555, 77.438, 1.849,  1.897
-183.549, 77.377, 1.853,  1.930
-183.543, 77.315, 1.857,  1.963
-183.536, 77.254, 1.861,  1.996
-183.530, 77.192, 1.866,  2.029
-183.524, 77.130, 1.870,  2.062
-183.518, 77.068, 1.875,  2.095
-183.512, 77.005, 1.881,  2.128
-183.505, 76.943, 1.886,  2.161
-183.499, 76.880, 1.891,  2.194
-183.493, 76.817, 1.897,  2.227
-183.486, 76.754, 1.902,  2.260
-183.480, 76.691, 1.907,  2.293
-183.474, 76.627, 1.913,  2.326
-183.467, 76.564, 1.918,  2.359
-183.461, 76.500, 1.923,  2.392
-183.454, 76.436, 1.929,  2.425
-183.448, 76.372, 1.934,  2.458
-183.442, 76.308, 1.939,  2.491
-183.435, 76.243, 1.945,  2.524
-183.429, 76.179, 1.950,  2.557
-183.422, 76.114, 1.955,  2.590
-183.416, 76.049, 1.961,  2.623
-183.409, 75.984, 1.966,  2.656
-183.403, 75.918, 1.972,  2.689
-183.397, 75.853, 1.977,  2.722
-183.390, 75.787, 1.983,  2.755
-183.384, 75.721, 1.989,  2.788
-183.377, 75.655, 1.994,  2.821
-183.371, 75.589, 2.000,  2.854
-183.364, 75.522, 2.006,  2.887
-183.358, 75.455, 2.012,  2.920
-183.351, 75.389, 2.018,  2.953
-183.345, 75.321, 2.024,  2.986
-183.338, 75.254, 2.030,  3.019
-183.332, 75.187, 2.036,  3.052
-183.325, 75.119, 2.043,  3.085
-183.319, 75.051, 2.049,  3.118
-183.312, 74.983, 2.055,  3.151
-183.306, 74.914, 2.061,  3.184
-183.299, 74.846, 2.068,  3.217
-183.293, 74.777, 2.074,  3.250
-183.286, 74.708, 2.080,  3.283
-183.280, 74.639, 2.087,  3.316
-183.274, 74.569, 2.093,  3.349
-183.267, 74.500, 2.100,  3.382
-183.261, 74.430, 2.106,  3.415
-183.254, 74.360, 2.113,  3.448
-183.248, 74.290, 2.120,  3.481
-183.241, 74.219, 2.126,  3.514
-183.235, 74.148, 2.133,  3.547
-183.228, 74.077, 2.140,  3.580
-183.222, 74.006, 2.146,  3.613
-183.216, 73.935, 2.153,  3.646
-183.209, 73.863, 2.160,  3.679
-183.203, 73.791, 2.167,  3.712
-183.196, 73.719, 2.174,  3.745
-183.190, 73.647, 2.180,  3.778
-183.184, 73.574, 2.187,  3.811
-183.177, 73.501, 2.194,  3.844
-183.171, 73.428, 2.201,  3.877
-183.165, 73.355, 2.208,  3.910
-183.158, 73.281, 2.215,  3.943
-183.152, 73.208, 2.222,  3.976
-183.146, 73.134, 2.230,  4.009
-183.140, 73.059, 2.237,  4.042
-183.133, 72.985, 2.244,  4.075
-183.127, 72.910, 2.251,  4.108
-183.121, 72.835, 2.258,  4.141
-183.115, 72.760, 2.266,  4.174
-183.108, 72.685, 2.273,  4.207
-183.102, 72.609, 2.280,  4.240
-183.096, 72.533, 2.288,  4.273
-183.090, 72.457, 2.295,  4.306
-183.084, 72.380, 2.302,  4.339
-183.078, 72.304, 2.310,  4.372
-183.072, 72.227, 2.317,  4.405
-183.066, 72.149, 2.325,  4.438
-183.059, 72.072, 2.332,  4.471
-183.053, 71.994, 2.340,  4.504
-183.047, 71.916, 2.347,  4.537
-183.041, 71.838, 2.355,  4.570
-183.035, 71.760, 2.362,  4.603
-183.029, 71.681, 2.370,  4.636
-183.023, 71.602, 2.378,  4.669
-183.017, 71.523, 2.386,  4.702
-183.012, 71.443, 2.393,  4.735
-183.006, 71.364, 2.401,  4.768
-183.000, 71.283, 2.409,  4.801
-182.994, 71.203, 2.417,  4.834
-182.988, 71.123, 2.425,  4.867
-182.982, 71.042, 2.433,  4.900
-182.976, 70.961, 2.441,  4.933
-182.971, 70.879, 2.449,  4.966
-182.965, 70.798, 2.457,  4.999
-182.959, 70.716, 2.465,  5.032
-182.953, 70.634, 2.473,  5.065
-182.948, 70.551, 2.481,  5.098
-182.942, 70.469, 2.489,  5.131
-182.936, 70.386, 2.497,  5.164
-182.931, 70.302, 2.505,  5.197
-182.925, 70.219, 2.513,  5.230
-182.920, 70.135, 2.522,  5.263
-182.914, 70.051, 2.530,  5.296
-182.908, 69.967, 2.538,  5.329
-182.903, 69.882, 2.546,  5.362
-182.897, 69.797, 2.555,  5.395
-182.892, 69.712, 2.563,  5.428
-182.886, 69.626, 2.572,  5.461
-182.881, 69.541, 2.580,  5.494
-182.875, 69.455, 2.589,  5.527
-182.870, 69.368, 2.597,  5.560
-182.865, 69.282, 2.606,  5.593
-182.859, 69.195, 2.614,  5.626
-182.854, 69.107, 2.623,  5.659
-182.849, 69.020, 2.632,  5.692
-182.843, 68.932, 2.640,  5.725
-182.838, 68.844, 2.649,  5.758
-182.833, 68.756, 2.657,  5.791
-182.828, 68.667, 2.666,  5.824
-182.822, 68.578, 2.675,  5.857
-182.817, 68.489, 2.684,  5.890
-182.812, 68.399, 2.693,  5.923
-182.807, 68.310, 2.702,  5.956
-182.802, 68.219, 2.711,  5.989
-182.797, 68.129, 2.720,  6.022
-182.792, 68.038, 2.729,  6.055
-182.787, 67.947, 2.738,  6.088
-182.782, 67.856, 2.747,  6.121
-182.777, 67.764, 2.756,  6.154
-182.772, 67.672, 2.765,  6.187
-182.767, 67.580, 2.774,  6.220
-182.762, 67.487, 2.783,  6.253
-182.757, 67.394, 2.793,  6.286
-182.752, 67.301, 2.802,  6.319
-182.747, 67.208, 2.811,  6.352
-182.742, 67.114, 2.820,  6.385
-182.737, 67.020, 2.830,  6.418
-182.733, 66.925, 2.839,  6.451
-182.728, 66.831, 2.849,  6.484
-182.723, 66.735, 2.858,  6.517
-182.718, 66.640, 2.868,  6.550
-182.714, 66.544, 2.877,  6.583
-182.709, 66.448, 2.887,  6.616
-182.704, 66.352, 2.897,  6.649
-182.700, 66.255, 2.906,  6.682
-182.695, 66.158, 2.916,  6.715
-182.691, 66.061, 2.926,  6.748
-182.686, 65.963, 2.935,  6.781
-182.681, 65.865, 2.945,  6.814
-182.677, 65.767, 2.955,  6.847
-182.672, 65.668, 2.965,  6.880
-182.668, 65.569, 2.974,  6.913
-182.663, 65.470, 2.984,  6.946
-182.659, 65.370, 2.994,  6.979
-182.655, 65.270, 3.004,  7.012
-182.650, 65.170, 3.014,  7.045
-182.646, 65.070, 3.024,  7.078
-182.641, 64.969, 3.034,  7.111
-182.637, 64.867, 3.045,  7.144
-182.633, 64.766, 3.055,  7.177
-182.628, 64.664, 3.065,  7.210
-182.624, 64.561, 3.075,  7.243
-182.620, 64.459, 3.085,  7.276
-182.616, 64.356, 3.096,  7.309
-182.611, 64.252, 3.106,  7.342
-182.607, 64.148, 3.116,  7.375
-182.603, 64.044, 3.127,  7.408
-182.599, 63.940, 3.137,  7.441
-182.595, 63.835, 3.147,  7.474
-182.591, 63.730, 3.158,  7.507
-182.587, 63.625, 3.168,  7.540
-182.583, 63.519, 3.179,  7.573
-182.579, 63.413, 3.190,  7.606
-182.574, 63.306, 3.200,  7.639
-182.570, 63.199, 3.211,  7.672
-182.566, 63.092, 3.222,  7.705
-182.562, 62.985, 3.232,  7.738
-182.559, 62.877, 3.243,  7.771
-182.555, 62.768, 3.254,  7.804
-182.551, 62.660, 3.265,  7.837
-182.547, 62.551, 3.276,  7.870
-182.543, 62.441, 3.287,  7.903
-182.539, 62.331, 3.298,  7.936
-182.535, 62.221, 3.309,  7.969
-182.531, 62.111, 3.320,  8.002
-182.528, 62.000, 3.331,  8.035
-182.524, 61.889, 3.342,  8.068
-182.520, 61.777, 3.353,  8.101
-182.516, 61.665, 3.364,  8.134
-182.513, 61.553, 3.376,  8.167
-182.509, 61.440, 3.387,  8.200
-182.505, 61.327, 3.398,  8.233
-182.502, 61.213, 3.409,  8.266
-182.498, 61.099, 3.421,  8.299
-182.494, 60.985, 3.432,  8.332
-182.491, 60.871, 3.444,  8.365
-182.487, 60.755, 3.455,  8.398
-182.483, 60.640, 3.467,  8.431
-182.480, 60.524, 3.478,  8.464
-182.476, 60.408, 3.490,  8.497
-182.473, 60.292, 3.501,  8.530
-182.469, 60.175, 3.513,  8.563
-182.466, 60.057, 3.525,  8.596
-182.462, 59.939, 3.537,  8.629
-182.459, 59.821, 3.549,  8.662
-182.455, 59.703, 3.561,  8.695
-182.452, 59.584, 3.572,  8.728
-182.449, 59.465, 3.584,  8.761
-182.445, 59.345, 3.596,  8.794
-182.442, 59.225, 3.608,  8.827
-182.438, 59.104, 3.620,  8.860
-182.435, 58.983, 3.633,  8.893
-182.432, 58.862, 3.645,  8.926
-182.428, 58.740, 3.657,  8.959
-182.425, 58.618, 3.669,  8.992
-182.422, 58.495, 3.681,  9.025
-182.419, 58.372, 3.693,  9.058
-182.415, 58.249, 3.706,  9.091
-182.412, 58.125, 3.718,  9.124
-182.409, 58.001, 3.730,  9.157
-182.406, 57.876, 3.743,  9.190
-182.402, 57.751, 3.755,  9.223
-182.399, 57.626, 3.768,  9.256
-182.396, 57.500, 3.780,  9.289
-182.393, 57.374, 3.793,  9.322
-182.390, 57.247, 3.806,  9.355
-182.387, 57.120, 3.818,  9.388
-182.383, 56.992, 3.831,  9.421
-182.380, 56.864, 3.844,  9.454
-182.377, 56.736, 3.857,  9.487
-182.374, 56.607, 3.870,  9.520
-182.371, 56.478, 3.883,  9.553
-182.368, 56.348, 3.895,  9.586
-182.365, 56.218, 3.908,  9.619
-182.362, 56.087, 3.921,  9.652
-182.359, 55.956, 3.934,  9.685
-182.356, 55.825, 3.947,  9.718
-182.353, 55.693, 3.960,  9.751
-182.350, 55.561, 3.973,  9.784
-182.347, 55.428, 3.986,  9.817
-182.344, 55.295, 3.999,  9.850
-182.341, 55.161, 4.012,  9.883
-182.338, 55.027, 4.025,  9.916
-182.335, 54.893, 4.038,  9.949
-182.333, 54.758, 4.052,  9.982
-182.330, 54.622, 4.065, 10.015
-182.327, 54.487, 4.078, 10.048
-182.324, 54.350, 4.092, 10.081
-182.321, 54.214, 4.105, 10.114
-182.318, 54.077, 4.119, 10.147
-182.315, 53.939, 4.132, 10.180
-182.313, 53.801, 4.146, 10.213
-182.310, 53.662, 4.160, 10.246
-182.307, 53.523, 4.173, 10.279
-182.304, 53.384, 4.187, 10.312
-182.302, 53.244, 4.201, 10.345
-182.299, 53.104, 4.215, 10.378
-182.296, 52.963, 4.229, 10.411
-182.293, 52.822, 4.243, 10.444
-182.291, 52.680, 4.257, 10.477
-182.288, 52.538, 4.271, 10.510
-182.285, 52.395, 4.285, 10.543
-182.282, 52.252, 4.300, 10.576
-182.280, 52.108, 4.314, 10.609
-182.277, 51.964, 4.328, 10.642
-182.274, 51.819, 4.342, 10.675
-182.272, 51.674, 4.357, 10.708
-182.269, 51.529, 4.371, 10.741
-182.267, 51.383, 4.385, 10.774
-182.264, 51.236, 4.400, 10.807
-182.261, 51.089, 4.415, 10.840
-182.259, 50.942, 4.429, 10.873
-182.256, 50.794, 4.444, 10.906
-182.254, 50.645, 4.459, 10.939
-182.251, 50.496, 4.473, 10.972
-182.248, 50.347, 4.488, 11.005
-182.246, 50.197, 4.503, 11.038
-182.243, 50.046, 4.518, 11.071
-182.241, 49.895, 4.533, 11.104
-182.238, 49.744, 4.548, 11.137
-182.236, 49.592, 4.564, 11.170
-182.233, 49.439, 4.579, 11.203
-182.231, 49.286, 4.594, 11.236
-182.228, 49.133, 4.609, 11.269
-182.226, 48.979, 4.624, 11.302
-182.223, 48.824, 4.640, 11.335
-182.221, 48.669, 4.655, 11.368
-182.218, 48.514, 4.671, 11.401
-182.216, 48.358, 4.686, 11.434
-182.214, 48.201, 4.702, 11.467
-182.211, 48.044, 4.717, 11.500
-182.209, 47.886, 4.733, 11.533
-182.206, 47.728, 4.749, 11.566
-182.204, 47.570, 4.765, 11.599
-182.202, 47.410, 4.781, 11.632
-182.199, 47.251, 4.797, 11.665
-182.197, 47.090, 4.813, 11.698
-182.194, 46.929, 4.829, 11.731
-182.192, 46.768, 4.845, 11.764
-182.190, 46.606, 4.861, 11.797
-182.187, 46.444, 4.877, 11.830
-182.185, 46.281, 4.893, 11.863
-182.183, 46.117, 4.910, 11.896
-182.180, 45.953, 4.926, 11.929
-182.178, 45.789, 4.942, 11.962
-182.176, 45.624, 4.959, 11.995
-182.173, 45.458, 4.975, 12.028
-182.171, 45.292, 4.992, 12.061
-182.169, 45.125, 5.009, 12.094
-182.167, 44.957, 5.025, 12.127
-182.164, 44.790, 5.042, 12.160
-182.162, 44.621, 5.059, 12.193
-182.160, 44.452, 5.076, 12.226
-182.158, 44.282, 5.093, 12.259
-182.155, 44.112, 5.109, 12.292
-182.153, 43.942, 5.115, 12.325
-182.151, 43.772, 5.101, 12.358
-182.149, 43.603, 5.085, 12.391
-182.146, 43.434, 5.074, 12.424
-182.144, 43.265, 5.069, 12.457
-182.142, 43.096, 5.071, 12.490
-182.140, 42.927, 5.080, 12.523
-182.138, 42.757, 5.097, 12.556
-182.136, 42.586, 5.121, 12.589
-182.134, 42.415, 5.153, 12.622
-182.131, 42.242, 5.191, 12.655
-182.129, 42.067, 5.234, 12.688
-182.127, 41.892, 5.280, 12.721
-182.125, 41.714, 5.329, 12.754
-182.123, 41.535, 5.377, 12.787
-182.121, 41.354, 5.424, 12.820
-182.118, 41.172, 5.467, 12.853
-182.116, 40.989, 5.505, 12.886
-182.114, 40.805, 5.538, 12.919
-182.112, 40.619, 5.565, 12.952
-182.110, 40.433, 5.586, 12.985
-182.108, 40.247, 5.602, 13.018
-182.105, 40.060, 5.613, 13.051
-182.103, 39.873, 5.621, 13.084
-182.101, 39.686, 5.625, 13.117
-182.099, 39.499, 5.628, 13.150
-182.097, 39.311, 5.629, 13.183
-182.095, 39.124, 5.630, 13.216
-182.093, 38.936, 5.632, 13.249
-182.091, 38.749, 5.635, 13.282
-182.089, 38.561, 5.640, 13.315
-182.087, 38.373, 5.647, 13.348
-182.085, 38.184, 5.657, 13.381
-182.082, 37.996, 5.671, 13.414
-182.080, 37.806, 5.688, 13.447
-182.078, 37.616, 5.708, 13.480
-182.076, 37.425, 5.731, 13.513
-182.074, 37.233, 5.757, 13.546
-182.072, 37.041, 5.786, 13.579
-182.070, 36.847, 5.815, 13.612
-182.068, 36.652, 5.846, 13.645
-182.066, 36.457, 5.878, 13.678
-182.064, 36.260, 5.909, 13.711
-182.062, 36.062, 5.939, 13.744
-182.060, 35.864, 5.967, 13.777
-182.058, 35.664, 5.994, 13.810
-182.056, 35.464, 6.018, 13.843
-182.054, 35.263, 6.040, 13.876
-182.052, 35.061, 6.060, 13.909
-182.050, 34.858, 6.077, 13.942
-182.048, 34.656, 6.094, 13.975
-182.046, 34.452, 6.108, 14.008
-182.044, 34.248, 6.122, 14.041
-182.042, 34.044, 6.135, 14.074
-182.040, 33.839, 6.149, 14.107
-182.038, 33.634, 6.162, 14.140
-182.036, 33.429, 6.177, 14.173
-182.034, 33.222, 6.192, 14.206
-182.032, 33.016, 6.208, 14.239
-182.030, 32.808, 6.226, 14.272
-182.028, 32.601, 6.245, 14.305
-182.026, 32.392, 6.266, 14.338
-182.024, 32.183, 6.288, 14.371
-182.023, 31.972, 6.312, 14.404
-182.021, 31.761, 6.336, 14.437
-182.019, 31.550, 6.361, 14.470
-182.017, 31.337, 6.387, 14.503
-182.015, 31.123, 6.413, 14.536
-182.013, 30.909, 6.439, 14.569
-182.011, 30.694, 6.465, 14.602
-182.009, 30.478, 6.490, 14.635
-182.007, 30.261, 6.514, 14.668
-182.005, 30.043, 6.537, 14.701
-182.003, 29.825, 6.560, 14.734
-182.001, 29.605, 6.581, 14.767
-181.999, 29.386, 6.602, 14.800
-181.997, 29.165, 6.622, 14.833
-181.995, 28.944, 6.641, 14.866
-181.993, 28.722, 6.660, 14.899
-181.992, 28.500, 6.679, 14.932
-181.990, 28.277, 6.698, 14.965
-181.988, 28.053, 6.718, 14.998
-181.986, 27.829, 6.738, 15.031
-181.984, 27.604, 6.759, 15.064
-181.982, 27.378, 6.780, 15.097
-181.980, 27.152, 6.802, 15.130
-181.978, 26.924, 6.825, 15.163
-181.976, 26.696, 6.848, 15.196
-181.974, 26.468, 6.872, 15.229
-181.972, 26.238, 6.896, 15.262
-181.971, 26.007, 6.921, 15.295
-181.969, 25.776, 6.945, 15.328
-181.967, 25.544, 6.970, 15.361
-181.965, 25.311, 6.994, 15.394
-181.963, 25.077, 7.018, 15.427
-181.961, 24.843, 7.042, 15.460
-181.959, 24.608, 7.066, 15.493
-181.957, 24.372, 7.090, 15.526
-181.955, 24.135, 7.113, 15.559
-181.953, 23.897, 7.137, 15.592
-181.952, 23.659, 7.160, 15.625
-181.950, 23.419, 7.183, 15.658
-181.948, 23.180, 7.206, 15.691
-181.946, 22.939, 7.229, 15.724
-181.944, 22.697, 7.252, 15.757
-181.942, 22.455, 7.276, 15.790
-181.940, 22.212, 7.299, 15.823
-181.938, 21.968, 7.323, 15.856
-181.937, 21.723, 7.347, 15.889
-181.935, 21.478, 7.372, 15.922
-181.933, 21.232, 7.396, 15.955
-181.931, 20.984, 7.421, 15.988
-181.929, 20.736, 7.446, 16.021
-181.927, 20.488, 7.472, 16.054
-181.925, 20.238, 7.497, 16.087
-181.923, 19.987, 7.523, 16.120
-181.922, 19.736, 7.548, 16.153
-181.920, 19.484, 7.573, 16.186
-181.918, 19.231, 7.599, 16.219
-181.916, 18.977, 7.624, 16.252
-181.914, 18.722, 7.649, 16.285
-181.912, 18.466, 7.674, 16.318
-181.910, 18.210, 7.699, 16.351
-181.909, 17.953, 7.724, 16.384
-181.907, 17.695, 7.750, 16.417
-181.905, 17.436, 7.775, 16.450
-181.903, 17.176, 7.800, 16.483
-181.901, 16.915, 7.826, 16.516
-181.899, 16.654, 7.852, 16.549
-181.897, 16.391, 7.878, 16.582
-181.895, 16.128, 7.904, 16.615
-181.894, 15.864, 7.931, 16.648
-181.892, 15.599, 7.957, 16.681
-181.890, 15.333, 7.984, 16.714
-181.888, 15.066, 8.011, 16.747
-181.886, 14.798, 8.038, 16.780
-181.884, 14.530, 8.065, 16.813
-181.882, 14.260, 8.092, 16.846
-181.880, 13.990, 8.120, 16.879
-181.878, 13.719, 8.147, 16.912
-181.876, 13.446, 8.174, 16.945
-181.874, 13.173, 8.202, 16.978
-181.872, 12.899, 8.229, 17.011
-181.871, 12.624, 8.257, 17.044
-181.869, 12.348, 8.285, 17.077
-181.867, 12.071, 8.312, 17.110
-181.865, 11.794, 8.340, 17.143
-181.863, 11.515, 8.368, 17.176
-181.861, 11.235, 8.395, 17.209
-181.859, 10.955, 8.423, 17.242
-181.857, 10.673, 8.451, 17.275
-181.855, 10.391, 8.480, 17.308
-181.853, 10.107, 8.508, 17.341
-181.851, 9.823, 8.536, 17.374
-181.849, 9.538, 8.564, 17.407
-181.848, 9.252, 8.593, 17.440
-181.846, 8.965, 8.622, 17.473
-181.844, 8.676, 8.650, 17.506
-181.842, 8.387, 8.679, 17.539
-181.840, 8.097, 8.708, 17.572
-181.838, 7.806, 8.737, 17.605
-181.836, 7.514, 8.767, 17.638
-181.834, 7.221, 8.796, 17.671
-181.832, 6.927, 8.826, 17.704
-181.830, 6.632, 8.855, 17.737
-181.828, 6.337, 8.885, 17.770
-181.826, 6.040, 8.915, 17.803
-181.824, 5.742, 8.945, 17.836
-181.822, 5.443, 8.974, 17.869
-181.820, 5.143, 9.004, 17.902
-181.818, 4.842, 9.035, 17.935
-181.816, 4.540, 9.065, 17.968
-181.814, 4.237, 9.095, 18.001
-181.812, 3.933, 9.125, 18.034
-181.810, 3.628, 9.156, 18.067
-181.808, 3.322, 9.187, 18.100
-181.806, 3.015, 9.217, 18.133
-181.804, 2.707, 9.248, 18.166
-181.802, 2.398, 9.279, 18.199
-181.800, 2.088, 9.310, 18.232
-181.798, 1.777, 9.341, 18.265
-181.796, 1.465, 9.372, 18.298
-181.794, 1.152, 9.404, 18.331
-181.792, 0.837, 9.435, 18.364
-181.790, 0.522, 9.467, 18.397
-181.788, 0.206, 9.498, 18.430
-181.786, -0.112, 9.530, 18.463
-181.784, -0.430, 9.562, 18.496
-181.782, -0.750, 9.594, 18.529
-181.780, -1.070, 9.626, 18.562
-181.778, -1.392, 9.658, 18.595
-181.775, -1.715, 9.690, 18.628
-181.773, -2.038, 9.723, 18.661
-181.771, -2.363, 9.755, 18.694
-181.769, -2.689, 9.788, 18.727
-181.767, -3.016, 9.821, 18.760
-181.765, -3.345, 9.853, 18.793
-181.763, -3.674, 9.886, 18.826
-181.761, -4.004, 9.919, 18.859
-181.759, -4.336, 9.953, 18.892
-181.757, -4.668, 9.986, 18.925
-181.755, -5.002, 10.019, 18.958
-181.752, -5.337, 10.053, 18.991
-181.750, -5.673, 10.086, 19.024
-181.748, -6.010, 10.120, 19.057
-181.746, -6.348, 10.154, 19.090
-181.744, -6.687, 10.188, 19.123
-181.742, -7.028, 10.222, 19.156
-181.739, -7.369, 10.256, 19.189
-181.737, -7.712, 10.290, 19.222
-181.735, -8.056, 10.324, 19.255
-181.733, -8.401, 10.359, 19.288
-181.731, -8.747, 10.394, 19.321
-181.729, -9.095, 10.428, 19.354
-181.726, -9.443, 10.463, 19.387
-181.724, -9.793, 10.498, 19.420
-181.722, -10.144, 10.533, 19.453
-181.720, -10.496, 10.569, 19.486
-181.717, -10.849, 10.604, 19.519
-181.715, -11.203, 10.640, 19.552
-181.713, -11.559, 10.675, 19.585
-181.711, -11.915, 10.711, 19.618
-181.708, -12.273, 10.747, 19.651
-181.706, -12.632, 10.783, 19.684
-181.704, -12.993, 10.819, 19.717
-181.702, -13.354, 10.855, 19.750
-181.699, -13.717, 10.891, 19.783
-181.697, -14.081, 10.927, 19.816
-181.695, -14.446, 10.964, 19.849
-181.692, -14.813, 11.001, 19.882
-181.690, -15.180, 11.037, 19.915
-181.688, -15.549, 11.074, 19.948
-181.685, -15.919, 11.111, 19.981
-181.683, -16.290, 11.148, 20.014
-181.681, -16.663, 11.185, 20.047
-181.678, -17.037, 11.223, 20.080
-181.676, -17.412, 11.260, 20.113
-181.674, -17.788, 11.298, 20.146
-181.671, -18.166, 11.336, 20.179
-181.669, -18.544, 11.374, 20.212
-181.666, -18.925, 11.412, 20.245
-181.664, -19.306, 11.450, 20.278
-181.661, -19.689, 11.489, 20.311
-181.659, -20.072, 11.527, 20.344
-181.657, -20.458, 11.566, 20.377
-181.654, -20.844, 11.605, 20.410
-181.652, -21.232, 11.644, 20.443
-181.649, -21.621, 11.683, 20.476
-181.647, -22.012, 11.723, 20.509
-181.644, -22.403, 11.763, 20.542
-181.642, -22.796, 11.802, 20.575
-181.639, -23.191, 11.842, 20.608
-181.637, -23.587, 11.882, 20.641
-181.634, -23.984, 11.923, 20.674
-181.632, -24.382, 11.963, 20.707
-181.629, -24.782, 12.003, 20.740
-181.626, -25.183, 12.044, 20.773
-181.624, -25.586, 12.084, 20.806
-181.621, -25.989, 12.125, 20.839
-181.619, -26.395, 12.165, 20.872
-181.616, -26.801, 12.206, 20.905
-181.613, -27.209, 12.247, 20.938
-181.611, -27.618, 12.288, 20.971
-181.608, -28.029, 12.329, 21.004
-181.605, -28.441, 12.370, 21.037
-181.603, -28.854, 12.411, 21.070
-181.600, -29.269, 12.452, 21.103
-181.597, -29.685, 12.494, 21.136
-181.595, -30.103, 12.536, 21.169
-181.592, -30.522, 12.578, 21.202
-181.589, -30.942, 12.620, 21.235
-181.587, -31.364, 12.662, 21.268
-181.584, -31.787, 12.704, 21.301
-181.581, -32.211, 12.747, 21.334
-181.578, -32.637, 12.790, 21.367
-181.576, -33.065, 12.833, 21.400
-181.573, -33.494, 12.876, 21.433
-181.570, -33.924, 12.919, 21.466
-181.567, -34.356, 12.963, 21.499
-181.564, -34.789, 13.006, 21.532
-181.561, -35.223, 13.050, 21.565
-181.559, -35.660, 13.094, 21.598
-181.556, -36.097, 13.138, 21.631
-181.553, -36.536, 13.182, 21.664
-181.550, -36.977, 13.226, 21.697
-181.547, -37.419, 13.270, 21.730
-181.544, -37.862, 13.315, 21.763
-181.541, -38.307, 13.359, 21.796
-181.538, -38.753, 13.404, 21.829
-181.535, -39.201, 13.449, 21.862
-181.532, -39.651, 13.494, 21.895
-181.529, -40.102, 13.539, 21.928
-181.526, -40.554, 13.584, 21.961
-181.523, -41.008, 13.629, 21.994
-181.520, -41.464, 13.675, 22.027
-181.517, -41.921, 13.721, 22.060
-181.514, -42.379, 13.766, 22.093
-181.511, -42.839, 13.813, 22.126
-181.508, -43.301, 13.859, 22.159
-181.505, -43.764, 13.905, 22.192
-181.502, -44.229, 13.952, 22.225
-181.499, -44.695, 13.999, 22.258
-181.495, -45.163, 14.046, 22.291
-181.492, -45.632, 14.093, 22.324
-181.489, -46.103, 14.140, 22.357
-181.486, -46.575, 14.187, 22.390
-181.483, -47.050, 14.235, 22.423
-181.479, -47.525, 14.283, 22.456
-181.476, -48.003, 14.330, 22.489
-181.473, -48.481, 14.378, 22.522
-181.470, -48.962, 14.426, 22.555
-181.466, -49.444, 14.475, 22.588
-181.463, -49.928, 14.523, 22.621
-181.460, -50.413, 14.571, 22.654
-181.456, -50.900, 14.620, 22.687
-181.453, -51.389, 14.669, 22.720
-181.450, -51.879, 14.718, 22.753
-181.446, -52.371, 14.767, 22.786
-181.443, -52.864, 14.816, 22.819
-181.439, -53.359, 14.866, 22.852
-181.436, -53.856, 14.916, 22.885
-181.432, -54.355, 14.966, 22.918
-181.429, -54.855, 15.016, 22.951
-181.425, -55.356, 15.066, 22.984
-181.422, -55.860, 15.117, 23.017
-181.418, -56.365, 15.167, 23.050
